,,Table S1. List of DEGs across GSE165724.,,,,,,
,,,,,,,,
Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene_Symbol,Gene_Description
20,1498.990313,0.689254661,0.155713515,4.426427983,9.58E-06,4.03E-05,ABCA2,ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32]
21,1108.045622,0.167284953,0.121400963,1.37795409,0.168217463,0.251427406,ABCA3,ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]
22,395.2515494,-0.015438905,0.065423441,-0.235984294,0.813444858,0.863672024,ABCB7,ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]
23,687.7342751,-0.229035212,0.069299156,-3.305021661,0.000949691,0.002724847,ABCF1,ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]
24,38.63448808,1.291675713,0.191911303,6.730586949,1.69E-11,1.52E-10,ABCA4,ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]
25,1710.305905,0.13695861,0.091230654,1.501234555,0.133294905,0.207554621,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]"
26,21.49938159,3.191618525,0.47033729,6.785807957,1.15E-11,1.06E-10,AOC1,amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]
27,1024.953234,0.443351479,0.100516617,4.41072821,1.03E-05,4.31E-05,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]"
28,488.1172345,0.328433587,0.146161426,2.247060645,0.024636152,0.049232686,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]"
29,758.1942378,1.407768102,0.142275994,9.894628469,4.39E-23,1.09E-21,ABR,ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]
30,324.6927176,0.674160037,0.121570741,5.545413589,2.93E-08,1.79E-07,ACAA1,acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]
31,960.6541378,0.512523937,0.075867925,6.755475913,1.42E-11,1.29E-10,ACACA,acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]
32,1622.512045,-1.792202277,0.115259991,-15.54921407,1.61E-54,2.43E-52,ACACB,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]
33,578.4314795,-0.82706843,0.190809806,-4.334517438,1.46E-05,5.96E-05,ACADL,acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]
34,568.2806071,-0.741806257,0.086641676,-8.561771766,1.11E-17,1.77E-16,ACADM,acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]
35,228.7161017,-0.189832572,0.163729872,-1.159425402,0.246282827,0.342194812,ACADS,acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]
36,471.3382494,-0.88806428,0.073628592,-12.06140524,1.69E-33,8.54E-32,ACADSB,acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]
37,3285.389211,0.230435448,0.110890694,2.07804136,0.03770555,0.071306194,ACADVL,acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]
38,652.3574171,-0.936054621,0.122690855,-7.629375638,2.36E-14,2.80E-13,ACAT1,acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]
39,130.1032001,0.004821136,0.115798958,0.041633673,0.96679073,0.976950287,ACAT2,acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]
40,1.105227698,0.807456526,0.60056254,1.344500317,0.178786654,0.26411405,ASIC2,acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]
41,9.805894416,1.414936938,0.305059505,4.638232585,3.51E-06,1.59E-05,ASIC1,acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]
43,19.05709059,-0.964837312,0.322390693,-2.992757956,0.002764689,0.0071194,ACHE,acetylcholinesterase (Yt blood group) [Source:HGNC Symbol;Acc:HGNC:108]
47,1175.494911,0.362458617,0.081729818,4.43483938,9.21E-06,3.88E-05,ACLY,ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]
48,1064.001784,0.520018539,0.093632165,5.553845085,2.79E-08,1.71E-07,ACO1,aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]
49,2.872852078,0.569827027,0.313940811,1.815077895,0.06951194,0.120476922,ACR,acrosin [Source:HGNC Symbol;Acc:HGNC:126]
50,1084.007744,-0.18363522,0.105881676,-1.734343713,0.082857116,0.139687629,ACO2,aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]
51,1488.119839,0.480545682,0.066511147,7.225039767,5.01E-13,5.27E-12,ACOX1,acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]
52,595.1713026,0.074243212,0.086139247,0.861897613,0.388743862,0.493238335,ACP1,acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]
53,304.0356395,0.402213704,0.089727449,4.482616042,7.37E-06,3.16E-05,ACP2,"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]"
54,159.4632753,1.115815749,0.346435878,3.220843505,0.001278139,0.003569598,ACP5,"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]"
55,70.37406904,0.658267895,0.164324606,4.005899737,6.18E-05,0.000224693,ACP3,acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]
56,2.284194917,0.615574508,0.482654798,1.275392913,0.202170206,0.292016601,ACRV1,acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127]
58,3.098501263,-1.87296902,0.608150518,-3.079778712,0.002071544,0.005499721,ACTA1,"actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
59,701.0227795,-0.139380135,0.210384617,-0.662501552,0.507649841,0.607763433,ACTA2,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]"
60,23965.69622,-0.203893906,0.127697547,-1.596693997,0.110333934,0.177534334,ACTB,actin beta [Source:HGNC Symbol;Acc:HGNC:132]
70,5.558012344,-1.816791694,0.510099775,-3.561639863,0.000368546,0.001156875,ACTC1,actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]
71,18431.1264,0.519909013,0.107481882,4.837178184,1.32E-06,6.37E-06,ACTG1,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
72,45.92134631,-1.410807169,0.396973283,-3.553909622,0.00037955,0.001187264,ACTG2,"actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]"
81,3122.716236,0.801362903,0.101980679,7.857987526,3.90E-15,4.97E-14,ACTN4,actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]
86,238.5550772,0.263918923,0.087493986,3.016423577,0.002557757,0.00664478,ACTL6A,actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]
87,854.7203634,1.093746887,0.155261193,7.044560624,1.86E-12,1.85E-11,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
88,8.907527728,-1.693484458,0.350297413,-4.834418966,1.34E-06,6.45E-06,ACTN2,actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]
89,3.615755451,-2.056632086,0.440280107,-4.671190117,2.99E-06,1.37E-05,ACTN3,actinin alpha 3 [Source:HGNC Symbol;Acc:HGNC:165]
90,989.9691074,1.157000487,0.095227731,12.1498273,5.75E-34,2.96E-32,ACVR1,activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]
91,397.7300583,-0.051520085,0.068176682,-0.755684845,0.449838173,0.552570861,ACVR1B,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]
92,441.4806182,-0.248338058,0.088258837,-2.813747234,0.004896772,0.011831789,ACVR2A,activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]
93,570.6727672,0.4658276,0.092465627,5.037846097,4.71E-07,2.42E-06,ACVR2B,activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174]
94,365.2597937,-0.841781231,0.119870727,-7.022408657,2.18E-12,2.14E-11,ACVRL1,activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]
95,128.8399323,0.871411424,0.119577785,7.287402299,3.16E-13,3.40E-12,ACY1,aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]
97,108.4883669,-0.558058823,0.094747861,-5.889935854,3.86E-09,2.64E-08,ACYP1,acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179]
98,247.2882964,-0.370270986,0.066064035,-5.604728612,2.09E-08,1.30E-07,ACYP2,acylphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:180]
100,56.91156025,-0.385355983,0.20442789,-1.885046036,0.059423623,0.105603501,ADA,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]
101,113.4003477,0.17371506,0.274107097,0.63374886,0.526244732,0.624902323,ADAM8,ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]
102,2166.190373,0.019987072,0.072118936,0.277140417,0.781672288,0.839369524,ADAM10,ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]
103,3190.867435,0.513132542,0.082061547,6.253020538,4.03E-10,3.09E-09,ADAR,adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]
104,304.6679441,0.392932187,0.141766463,2.771686472,0.005576672,0.013290719,ADARB1,adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]
105,6.413893654,-1.602526743,0.491217438,-3.262357196,0.001104898,0.003121383,ADARB2,adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]
107,350.8153799,-0.783691456,0.164902692,-4.752447926,2.01E-06,9.44E-06,ADCY1,adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]
108,13.09764705,-0.825255746,0.313714477,-2.630595038,0.008523553,0.019388624,ADCY2,adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]
109,265.7270004,-0.28957421,0.125815604,-2.301576275,0.021359079,0.043521923,ADCY3,adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]
111,42.24896855,-0.524062677,0.201136235,-2.605511015,0.009173732,0.020674011,ADCY5,adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]
112,566.0440754,0.501162071,0.092860729,5.396921588,6.78E-08,3.94E-07,ADCY6,adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]
113,364.867645,0.571157936,0.272993869,2.092200597,0.036420575,0.069208303,ADCY7,adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]
114,83.1442591,7.479456984,0.731354792,10.22685168,1.50E-24,4.17E-23,ADCY8,adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]
115,1733.141211,-0.267217248,0.111761157,-2.390967089,0.016804059,0.035324603,ADCY9,adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]
116,10.96923567,-0.714323507,0.69444008,-1.028632315,0.303652487,0.404961896,ADCYAP1,adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]
117,155.3554047,2.707360608,0.418394443,6.470833089,9.75E-11,8.05E-10,ADCYAP1R1,ADCYAP receptor type I [Source:HGNC Symbol;Acc:HGNC:242]
118,2519.156671,0.210140749,0.04581813,4.586410465,4.51E-06,2.00E-05,ADD1,adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]
119,79.43468447,-1.398970568,0.379477895,-3.686566695,0.0002273,0.00074506,ADD2,adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]
120,3489.558312,-1.062285588,0.098599776,-10.773712,4.58E-27,1.51E-25,ADD3,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
123,304.2492177,1.021007065,0.140891554,7.246758486,4.27E-13,4.53E-12,PLIN2,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
124,17.97913359,-1.896613674,0.253769429,-7.473767366,7.79E-14,8.85E-13,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]"
125,518.4566295,-5.640548614,0.274287974,-20.56433076,5.73E-94,5.00E-91,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]"
126,23.725233,-4.860630645,0.434345721,-11.19069537,4.53E-29,1.73E-27,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]"
127,18.79755474,-1.050086715,0.210825028,-4.980844649,6.33E-07,3.21E-06,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]"
128,932.9287867,-0.398328526,0.110305195,-3.611149295,0.000304843,0.000974714,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]"
130,22.72608555,-0.848866015,0.223628583,-3.795874407,0.000147124,0.000498744,ADH6,alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]
131,0.220013173,-0.58046826,1.26803662,-0.457769319,0.64711818,NA,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:HGNC:256]"
132,522.6494042,1.001569951,0.070484088,14.20987319,7.96E-46,7.79E-44,ADK,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]
133,165.0106492,1.493248146,0.34450394,4.334487864,1.46E-05,5.96E-05,ADM,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]
134,78.58838041,3.079467947,0.19997057,15.39960576,1.65E-53,2.35E-51,ADORA1,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
135,19.6905475,-0.752011616,0.269892276,-2.786339892,0.005330694,0.01276191,ADORA2A,adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]
136,22.75477705,0.611793329,0.312764437,1.956083416,0.050455328,0.091739542,ADORA2B,adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]
140,19.95010768,0.710700606,0.361242824,1.967376396,0.049139833,0.089711155,ADORA3,adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]
141,150.0582432,-0.260093914,0.114271555,-2.276103732,0.022839802,0.046127891,ADPRH,ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]
142,1135.107379,0.277046841,0.114931907,2.410530269,0.015929349,0.033705126,PARP1,poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]
143,2185.975739,1.467790112,0.073737615,19.90558158,3.64E-88,2.61E-85,PARP4,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]
146,2.54346308,-1.221840497,0.468472876,-2.608134983,0.009103705,0.020537683,ADRA1D,adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]
147,29.7238047,1.628849377,0.193623124,8.412473368,4.01E-17,6.09E-16,ADRA1B,adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]
148,14.5037545,-0.367540055,0.324553953,-1.132446708,0.257446677,0.354761895,ADRA1A,adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]
150,55.08510941,-1.004627815,0.311158697,-3.228666996,0.001243686,0.003480296,ADRA2A,adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]
151,13.14004494,-0.24058835,0.350015253,-0.68736533,0.49185254,0.592622149,ADRA2B,adrenoceptor alpha 2B [Source:HGNC Symbol;Acc:HGNC:282]
152,9.619252211,0.829128596,0.311348601,2.66302336,0.007744204,0.017795359,ADRA2C,adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]
153,9.226065146,-0.996360123,0.344140811,-2.895210602,0.003789042,0.009426654,ADRB1,adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]
154,46.3757614,-1.06542709,0.204095835,-5.220229468,1.79E-07,9.80E-07,ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]
155,1.121360342,3.546704029,0.742258203,4.778261817,1.77E-06,8.36E-06,ADRB3,adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288]
156,533.0712608,0.463169342,0.16418632,2.820998371,0.004787445,0.011604947,GRK2,G protein-coupled receptor kinase 2 [Source:HGNC Symbol;Acc:HGNC:289]
157,627.5928475,-0.17964734,0.116465592,-1.542492828,0.122953879,0.19431813,GRK3,G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]
158,372.6699534,0.194655946,0.105424767,1.846396733,0.064834621,0.113792526,ADSL,adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]
159,779.3702117,0.651329089,0.079848718,8.157038758,3.43E-16,4.81E-15,ADSS2,adenylosuccinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:292]
160,510.9554278,0.659475888,0.08892456,7.416127677,1.21E-13,1.35E-12,AP2A1,adaptor related protein complex 2 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:561]
161,556.1879411,0.079380765,0.083609803,0.949419353,0.342407371,0.446131157,AP2A2,adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]
162,1133.918937,0.338217202,0.11235118,3.010357368,0.002609405,0.006759932,AP1B1,adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554]
163,2784.08414,0.400832024,0.066270369,6.048435027,1.46E-09,1.04E-08,AP2B1,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]
164,1954.017379,0.064853635,0.05528843,1.173005536,0.240793586,0.336172525,AP1G1,adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555]
165,1097.6905,-0.125764856,0.187139064,-0.672039572,0.501558505,0.602116195,AEBP1,AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]
166,2423.631711,0.187940073,0.082623359,2.274660276,0.022926317,0.046259246,TLE5,"TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]"
167,0.623519699,-0.725974128,0.869532816,-0.834901358,0.40377325,0.508018447,CRISP1,cysteine rich secretory protein 1 [Source:HGNC Symbol;Acc:HGNC:304]
172,245.3044285,0.123493114,0.077399945,1.595519413,0.110596132,0.177858794,AFG3L1P,"AFG3 like matrix AAA peptidase subunit 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:314]"
173,0.164015403,-0.140128553,1.623680874,-0.086303014,0.931225543,NA,AFM,afamin [Source:HGNC Symbol;Acc:HGNC:316]
174,0.473829763,-0.220840837,1.500254185,-0.14720228,0.882972361,0.916353611,AFP,alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]
175,279.1361869,0.120652726,0.087186057,1.38385345,0.166403333,0.249188528,AGA,aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]
176,27.50885372,1.672771559,0.292382613,5.721173158,1.06E-08,6.83E-08,ACAN,aggrecan [Source:HGNC Symbol;Acc:HGNC:319]
177,270.14655,-0.016747556,0.199984633,-0.083744216,0.933259801,0.953564739,AGER,advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]
178,894.75043,-0.531666048,0.075040858,-7.085020913,1.39E-12,1.40E-11,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]"
181,6.480885125,-0.008744854,0.272127093,-0.032135185,0.974364244,0.98208475,AGRP,agouti related neuropeptide [Source:HGNC Symbol;Acc:HGNC:330]
182,1263.35688,0.044206052,0.102212389,0.432492119,0.665383779,0.745597208,JAG1,jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]
183,57.72049948,0.015062658,0.300019969,0.050205518,0.959958614,0.972022402,AGT,angiotensinogen [Source:HGNC Symbol;Acc:HGNC:333]
185,74.47277082,-4.475023823,0.298791371,-14.97708522,1.04E-50,1.27E-48,AGTR1,angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]
186,0.457567807,-0.7406308,1.280794097,-0.578259068,0.563089225,0.657727951,AGTR2,angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]
187,173.1369441,0.320443124,0.22860959,1.401704645,0.161003463,0.242597673,APLNR,apelin receptor [Source:HGNC Symbol;Acc:HGNC:339]
189,0.154426225,-0.383108098,1.498882961,-0.255595739,0.798263009,NA,AGXT,alanine--glyoxylate aminotransferase [Source:HGNC Symbol;Acc:HGNC:341]
190,0.13577278,-0.281866845,1.992237,-0.141482587,0.887488715,NA,NR0B1,nuclear receptor subfamily 0 group B member 1 [Source:HGNC Symbol;Acc:HGNC:7960]
191,1125.67418,0.197019405,0.081898627,2.405649665,0.016143738,0.03410738,AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]
196,2420.831229,0.945794739,0.124437016,7.600590007,2.95E-14,3.48E-13,AHR,aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
197,0.308226911,2.06184443,1.587306092,1.298958304,0.193958239,NA,AHSG,alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]
199,84.84749695,0.621168343,0.276956971,2.242833393,0.02490756,0.049704359,AIF1,allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]
202,780.9332557,0.360985371,0.183833478,1.963654147,0.049570214,0.090323348,CRYBG1,crystallin beta-gamma domain containing 1 [Source:HGNC Symbol;Acc:HGNC:356]
203,490.4084055,1.349643278,0.163003663,8.279834029,1.23E-16,1.81E-15,AK1,adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361]
204,1719.573787,-0.072880838,0.059606834,-1.222692641,0.221445807,0.314298259,AK2,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]
205,150.9921327,0.728545051,0.132965547,5.479201702,4.27E-08,2.55E-07,AK4,adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]
207,1109.74733,0.45987482,0.073037505,6.296420186,3.05E-10,2.37E-09,AKT1,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]
208,2890.837626,-0.348433495,0.12641032,-2.75636907,0.005844701,0.013856933,AKT2,AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]
210,590.4129122,-0.025028355,0.086366682,-0.28979179,0.771975529,0.832027798,ALAD,aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]
211,454.9317946,-0.005200837,0.105677334,-0.049214312,0.960748506,0.972578382,ALAS1,5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]
212,18.80823148,-2.495079812,0.380781469,-6.552524251,5.66E-11,4.80E-10,ALAS2,5'-aminolevulinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:397]
213,8.904947829,-0.586002582,0.26589568,-2.203881549,0.027532675,0.054236114,ALB,albumin [Source:HGNC Symbol;Acc:HGNC:399]
214,2290.836928,0.326951882,0.101825795,3.210894469,0.001323225,0.003679611,ALCAM,activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]
215,115.0354338,0.133379563,0.111180531,1.199666536,0.230268874,0.324422768,ABCD1,ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61]
216,2868.532546,-1.809143567,0.160110956,-11.29931149,1.32E-29,5.19E-28,ALDH1A1,aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]
217,1035.750131,-1.213021078,0.129331384,-9.379170333,6.65E-21,1.40E-19,ALDH2,aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]
218,6.433461224,-0.28681696,0.253178856,-1.132863004,0.257271788,0.354581388,ALDH3A1,aldehyde dehydrogenase 3 family member A1 [Source:HGNC Symbol;Acc:HGNC:405]
219,357.6724735,-1.551027428,0.156976248,-9.880650424,5.05E-23,1.25E-21,ALDH1B1,aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]
220,125.6596456,3.089779057,0.274441408,11.25842882,2.10E-29,8.19E-28,ALDH1A3,aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]
221,114.8060568,2.865838361,0.177442718,16.15078032,1.12E-58,2.07E-56,ALDH3B1,aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]
222,1.764628045,4.709556087,0.66125694,7.122127271,1.06E-12,1.08E-11,ALDH3B2,aldehyde dehydrogenase 3 family member B2 [Source:HGNC Symbol;Acc:HGNC:411]
223,1665.181701,-0.598532694,0.091104913,-6.569708209,5.04E-11,4.31E-10,ALDH9A1,aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]
224,2111.631663,0.476752736,0.090429723,5.272079995,1.35E-07,7.53E-07,ALDH3A2,aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]
225,65.81746971,-1.418415605,0.39994518,-3.54652506,0.000390348,0.001218446,ABCD2,ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]
